pos_x,pos_y,pos_z
-0.8673103653288564,-0.13175317979582313,-0.48001440583259053
0.9135419305703262,0.1899769076449797,0.3596524929032078
-0.41723270868521783,-0.6670030433713698,-0.6172712587967519
0.8919666719021833,0.24057183605333451,0.3827801561127096
0.735356001504914,0.03490430393038801,0.6767815309373035
0.38485722612878803,-0.8842162292168666,-0.26466313586512313
0.37796665117668626,0.08155713857229904,0.9222199541032389
0.0023293782492661455,-0.7364917723842471,-0.6764424906873329
-0.0694509680520921,0.10756208794345291,-0.9917696104811198
-0.7395814571390351,-0.2379414383425003,0.6296055433170865
0.2827261114217292,-0.9437615453315267,-0.1714062177221026
0.8428614902067353,-0.498673653646056,-0.2022599700528376
0.4287175705439652,0.046411057030226084,-0.9022456752416257
-0.9469811867081646,0.30405175485589453,0.10382274505062618
0.305922111158497,0.7277186763173866,0.6138706623085997
0.7543365870226685,0.35716593542444314,-0.5508255695330189
0.5504631024030043,-0.288085543553851,0.7835796656933753
0.14789332154503512,0.7343283111576777,-0.6624873560111842
0.5609710567613896,0.6583928000826745,-0.5018270561411621
-0.439738926148106,-0.22130916628457348,-0.8704320362604641
-0.6706552067140885,0.4993872530288784,-0.5484833317609151
-0.20216849619327112,0.007157251791299534,0.9793246003719845
0.4462324049731508,-0.17760994929800822,0.8771153553907471
-0.5046818868364614,0.6643095665432374,-0.5513519682546942
0.9235689975172133,0.37698547433195245,-0.07001613362477574
-0.4048997436769734,-0.44873373790515725,-0.7966769922848198
-0.5324532391689363,0.5151601690931484,-0.6716424259071386
-0.7005278086746765,-0.5593878480239979,-0.4431094952227234
0.6106053386770647,0.6909067943053834,-0.3870515753252092
0.565823135769568,-0.186315698726429,-0.8032002486528347
0.04877600848543138,-0.06194679168445546,0.9968869023095006
0.4750327414236379,0.33213309681572134,-0.8148812800495185
-0.5858657604549796,-0.6023294871293099,-0.5421812424467033
-0.08379090941742068,0.3680563004439081,-0.9260203254802485
-0.15591325407809006,-0.965108090477517,-0.21037450153861778
0.06359722432416502,-0.18594780304037806,0.9804992644580203
0.5209585672147367,-0.844427523887095,-0.12467689500255616
0.514216527772963,0.5307575412335656,0.6737045309249579
-0.4970727645426995,-0.17015833168125385,-0.8508612160095972
0.3644236499301083,-0.3315161884831109,0.8702254995949317
-0.4861623727344562,0.23578711116403503,0.8414574175477466
0.7321613253863528,-0.19837998908799492,-0.6516020054741593
0.9888983933256879,0.14319020639353072,0.039705572289686124
-0.9610356310090449,0.15001364230901648,-0.2321775679350385
-0.7972166038881563,-0.5860188942036627,0.14500876567073773
-0.19255555214414619,-0.3987104461081791,-0.8966338937953884
0.9487841280212914,-0.10826792353978276,0.29679409553975555
0.32689067881340605,-0.9005047725167215,-0.2867640820945301
0.31343007039480025,0.8451707168434014,-0.4329527114624896
0.48758670729239173,0.6944408793672656,-0.5291607203254814
0.5277170322565901,-0.8435191080239295,0.09995122943121587
0.5831055308533014,-0.15451509803630606,0.7975669403674654
0.4861655640729193,0.8361720821180368,-0.2538883482872881
-0.7565217838259863,0.29373235210129495,-0.5842911054652367
-0.6606508753550653,0.11452612769829525,0.7419057803838839
-0.22628852023338936,-0.05604016722441783,0.9724469164268258
0.030136067354606937,0.5661182208746419,-0.8237730132980375
0.6172842441240407,-0.34602409355134406,0.7065603220095099
0.7781162692328915,-0.6274745986172939,0.028472787800851978
0.18672191247790662,0.9459518313980471,-0.2651604421388566
0.2367805121297315,-0.6428843087023338,0.7284468097945823
0.6678345861277852,-0.0013675194199748995,0.7443084679500601
0.5239117410455952,0.4228162478730836,-0.7394206570884398
0.21224298553588347,0.8372859664771419,-0.5038899933827353
-0.7548230053728191,-0.053333116103666686,-0.6537566896687315
0.15399224258679517,-0.15482541221979285,0.9758665282476189
-0.10991499049852724,0.3305183528823906,-0.9373773590564369
-0.8585433670356912,-0.5079193072568131,-0.07015172296371136
-0.005882144828563498,0.4336728021762298,0.9010512199785495
0.764213001018229,0.40552127625549345,0.5015286468177348
0.07112752241172571,0.8932519920605455,0.44389385469438136
-0.2529984779940093,-0.0716204275066445,0.9648120462019949
0.5800968966287736,-0.304167482157533,0.7556253921882277
0.5010451423861614,0.07255214961575497,0.8623746000882473
-0.061852100309857334,-0.13150596711877668,0.9893838983425062
0.21962594816440786,-0.9697921489419378,0.10614909676235285
-0.11675357400767504,-0.5644674225126933,0.8171567364210558
0.8702826089406511,-0.13193243865599477,0.47455454081247156
-0.8112179329621212,-0.20916617816574695,0.546054003878919
0.4482941463652526,-0.35083404639945476,-0.8221604650076739
0.3365853399999623,-0.7567338669389037,-0.5604142784804856
0.6906229386691763,-0.7216568144565011,-0.04744890654637021
-0.46454457345762284,0.5963007416587865,0.6546936419183069
-0.26655756128968483,0.1731050529691223,0.9481464587055384
-0.767666968157214,-0.2702219048240021,-0.5810916865294141
0.9430781876692781,-0.12707434644426843,0.30733636689821103
-0.8904891185469643,-0.3760186179929288,0.2562013440092347
0.6172570135741722,0.49954205637783705,-0.6078252323680682
0.6734598585493476,-0.5862910953597684,-0.450238348460608
-0.1314316759505653,0.23821259156404664,0.9622787931660794
0.48973844430009233,-0.7710214754816442,0.407040711134198
0.20461393832942543,-0.6926130578599051,-0.6916793247764992
